14769,54,,ABERDEEN,AVE,,54 Aberdeen Ave,,,252-131,274-1
15316,55,,ABERDEEN,AVE,,55 Aberdeen Ave,,,251-122,270-47
32372,56,R,ABERDEEN,AVE,,56-R Aberdeen Ave,,,252-163,
8940,56,,ABERDEEN,AVE,,56 Aberdeen Ave,,,252-131,274-1
9001,57,,ABERDEEN,AVE,,57 Aberdeen Ave,,,251-122,270-47
15320,59,,ABERDEEN,AVE,,59 Aberdeen Ave,,,251-20,270-44
9281,60,,ABERDEEN,AVE,,60 Aberdeen Ave,,,252A-155,
9349,61,,ABERDEEN,AVE,,61 Aberdeen Ave,,,251-20,270-44
32373,62,,ABERDEEN,AVE,,62 Aberdeen Ave,,,252A-141,274-25
15322,63,,ABERDEEN,AVE,,63 Aberdeen Ave,,,251-21,270-39
85,64,,ABERDEEN,AVE,,64 Aberdeen Ave,Cambridge Public Library - Collins Branch,MUNICIPAL,252A-141,274-25
9564,65,,ABERDEEN,AVE,,65 Aberdeen Ave,,,251-21,270-39
9671,67,,ABERDEEN,AVE,,67 Aberdeen Ave,,,251-22,270-25
14772,68,,ABERDEEN,AVE,,68 Aberdeen Ave,,,252A-130,274-18
15325,69,,ABERDEEN,AVE,,69 Aberdeen Ave,,,251-22,270-25
9921,70,,ABERDEEN,AVE,,70 Aberdeen Ave,,,252A-130,274-18
10028,73,,ABERDEEN,AVE,,73 Aberdeen Ave,,,251-177,270-27
14775,74,,ABERDEEN,AVE,,74 Aberdeen Ave,,,252A-129,274-12
15328,75,,ABERDEEN,AVE,,75 Aberdeen Ave,,,251-177,270-27
10147,76,,ABERDEEN,AVE,,76 Aberdeen Ave,,,252A-129,274-12
14778,78,,ABERDEEN,AVE,,78 Aberdeen Ave,,,252A-128,274-14
10249,79,,ABERDEEN,AVE,,79 Aberdeen Ave,,,251-176,270-36
10430,80,,ABERDEEN,AVE,,80 Aberdeen Ave,,,252A-128,274-14
15331,81,,ABERDEEN,AVE,,81 Aberdeen Ave,,,251-176,270-36
15335,83,,ABERDEEN,AVE,,83 Aberdeen Ave,,,251-175,270-33
14781,84,,ABERDEEN,AVE,,84 Aberdeen Ave,,,252A-127,274-17
10583,85,,ABERDEEN,AVE,,85 Aberdeen Ave,,,251-175,270-33
10621,86,,ABERDEEN,AVE,,86 Aberdeen Ave,,,252A-127,274-17
10654,87,,ABERDEEN,AVE,,87 Aberdeen Ave,,,251-174,270-26
14784,88,,ABERDEEN,AVE,,88 Aberdeen Ave,,,252A-126,274-16
15339,89,,ABERDEEN,AVE,,89 Aberdeen Ave,,,251-174,270-26
10921,90,,ABERDEEN,AVE,,90 Aberdeen Ave,,,252A-126,274-16
11076,91,,ABERDEEN,AVE,,91 Aberdeen Ave,,,251-173,270-1
14786,92,,ABERDEEN,AVE,,92 Aberdeen Ave,,,252A-125,274-13
15342,93,,ABERDEEN,AVE,,93 Aberdeen Ave,,,251-173,270-1
11045,94,,ABERDEEN,AVE,,94 Aberdeen Ave,,,252A-125,274-13
15345,97,,ABERDEEN,AVE,,97 Aberdeen Ave,,,251-172,270-16
32374,98,,ABERDEEN,AVE,,98 Aberdeen Ave,,,252A-124,274-5
11195,99,,ABERDEEN,AVE,,99 Aberdeen Ave,,,251-172,270-16
84,100,,ABERDEEN,AVE,,100 Aberdeen Ave,,,252A-124,274-5
960,101,,ABERDEEN,AVE,,101 Aberdeen Ave,,,251-30,270-23
14788,102,,ABERDEEN,AVE,,102 Aberdeen Ave,,,252A-123,274-11
15348,103,,ABERDEEN,AVE,,103 Aberdeen Ave,,,251-30,270-23
1041,104,,ABERDEEN,AVE,,104 Aberdeen Ave,,,252A-123,274-11
1105,107,,ABERDEEN,AVE,,107 Aberdeen Ave,,,251-31,270-21
14791,108,,ABERDEEN,AVE,,108 Aberdeen Ave,,,252A-122,274-9
1317,110,,ABERDEEN,AVE,,110 Aberdeen Ave,,,252A-122,274-9
14794,112,,ABERDEEN,AVE,,112 Aberdeen Ave,,,252A-136,274-6
1423,114,,ABERDEEN,AVE,,114 Aberdeen Ave,,,252A-136,274-6
1449,115,,ABERDEEN,AVE,,115 Aberdeen Ave,,,251-156,270-13
14797,118,,ABERDEEN,AVE,,118 Aberdeen Ave,,,252A-137,274-3
1704,120,,ABERDEEN,AVE,,120 Aberdeen Ave,,,252A-137,274-3
14799,122,,ABERDEEN,AVE,,122 Aberdeen Ave,,,252A-138,274-2
1801,124,,ABERDEEN,AVE,,124 Aberdeen Ave,,,252A-138,274-2
4134,1,,ABERDEEN,CT,,1 Aberdeen Ct,,,251-243,270-73
6169,2,,ABERDEEN,CT,,2 Aberdeen Ct,,,251-242,270-82
7535,3,,ABERDEEN,CT,,3 Aberdeen Ct,,,251-244,270-71
8451,4,,ABERDEEN,CT,,4 Aberdeen Ct,,,251-245,270-79
31327,1,,ABERDEEN,WAY,,1 Aberdeen Way,,,252A-154,274-10
7536,3,,ACACIA,ST,,3 Acacia St,,,167-87,312-5
9785,6,,ACACIA,ST,,6 Acacia St,,,167-38,327-6
9784,6,1/2,ACACIA,ST,,6-1/2 Acacia St,,,167-86,327-8
10275,7,,ACACIA,ST,,7 Acacia St,,,167-6,312-12
15015,7,A,ACACIA,ST,,7-A Acacia St,,,167-6,312-12
15409,8,,ACACIA,ST,,8 Acacia St,,,167-85,327-3
11234,9,,ACACIA,ST,,9 Acacia St,,,167-71,312-14
1183,10,,ACACIA,ST,,10 Acacia St,,,167-84,327-3
13919,6,,ACORN,ST,,6 Acorn St,,,97-92,731-9
10752,8,,ACORN,ST,,8 Acorn St,,,97-92,731-9
11235,9,,ACORN,ST,,9 Acorn St,,,97-120,727-3
1184,10,,ACORN,ST,,10 Acorn St,,,97-16,731-11
24079,11,,ACORN,ST,,11 Acorn St,,,97-120,727-3
2259,13,,ACORN,ST,,13 Acorn St,,,97-128,727-12
24261,15,,ACORN,ST,,15 Acorn St,,,97-128,727-12
3186,16,,ACORN,ST,,16 Acorn St,,,97-15,731-13
24350,17,"R ",ACORN,ST,,17-R  Acorn St,,,97-127,727-2
31019,17,,ACORN,ST,,17 Acorn St,,,97-127,727-2
24364,18,,ACORN,ST,,18 Acorn St,,,97-15,731-13
4630,21,,ACORN,ST,,21 Acorn St,,,97-10,727-15
24498,23,,ACORN,ST,,23 Acorn St,,,97-11,727-17
5816,27,,ACORN,ST,,27 Acorn St,,,97-11,727-17
32375,10,,ACORN PARK,DR,,10 Acorn Park Dr,,,267.2-264,9-9
32894,10,R,ACORN PARK,DR,,10-R Acorn Park Dr,,,,
2864,15,,ACORN PARK,DR,,15 Acorn Park Dr,,,,
5652,20,,ACORN PARK,DR,,20 Acorn Park Dr,,,267.2-269,9-12
439,25,,ACORN PARK,DR,,25 Acorn Park Dr,,,267.2-261,
32893,26,,ACORN PARK,DR,,26 Acorn Park Dr,,,267.2-261,
31325,30,,ACORN PARK,DR,,30 Acorn Park Dr,,,267.2-269,9-10
25315,31,,ACORN PARK,DR,,31 Acorn Park Dr,,,267.1-232,9-4
5651,32,,ACORN PARK,DR,,32 Acorn Park Dr,,,267.2-261,
7688,35,,ACORN PARK,DR,,35 Acorn Park Dr,,,,
31324,40,,ACORN PARK,DR,,40 Acorn Park Dr,,,267.2-270,9-8
7689,42,,ACORN PARK,DR,,42 Acorn Park Dr,,,,
7690,46,,ACORN PARK,DR,,46 Acorn Park Dr,,,,
31799,60,,ACORN PARK,DR,,60 Acorn Park Dr,,,267.2-269,9-7
31799,60,,ACORN PARK,DR,,60 Acorn Park Dr,,,267.2-269,9-7
31323,64,,ACORN PARK,DR,,64 Acorn Park Dr,,,267.1-240,
31800,90,,ACORN PARK,DR,,90 Acorn Park Dr,,,267.1-279,9-5
31332,100,,ACORN PARK,DR,,100 Acorn Park Dr,,,267.1-278,9-4
31801,101,,ACORN PARK,DR,,101 Acorn Park Dr,,,267.2-261,9-6
11715,5,,ADAMS,TER,,5 Adams Ter,,,140-110,282-59
11715,5,,ADAMS,TER,,5 Adams Ter,,,140-110,282-59
11716,6,,ADAMS,TER,,6 Adams Ter,,,140-107,282-65
10276,7,,ADAMS,TER,,7 Adams Ter,,,140-110,282-59
10753,8,,ADAMS,TER,,8 Adams Ter,,,140-107,282-65
10753,8,,ADAMS,TER,,8 Adams Ter,,,140-107,282-65
11236,9,,ADAMS,TER,,9 Adams Ter,,,140-109,282-57
11236,9,,ADAMS,TER,,9 Adams Ter,,,140-109,282-57
11718,10,,ADAMS,TER,,10 Adams Ter,,,140-108,282-64
11717,11,,ADAMS,TER,,11 Adams Ter,,,140-109,282-57
1931,12,,ADAMS,TER,,12 Adams Ter,,,140-108,282-64
1931,12,,ADAMS,TER,,12 Adams Ter,,,140-108,282-64
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
17584,6,,AGASSIZ,ST,,6 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
11790,10,,AGASSIZ,ST,,10 Agassiz St,,,176-34,152-13
32376,14,,AGASSIZ,ST,,14 Agassiz St,,,176-34,152-13
3745,18,,AGASSIZ,ST,,18 Agassiz St,,,176-56,152-12
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
4007,19,,AGASSIZ,ST,,19 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
24456,21,,AGASSIZ,ST,,21 Agassiz St,,,211-24,156-6
11791,22,,AGASSIZ,ST,,22 Agassiz St,,,176-57,152-8
5247,24,,AGASSIZ,ST,,24 Agassiz St,,,176-57,152-8
5817,27,,AGASSIZ,ST,,27 Agassiz St,,,211-48,156-4
25316,30,"A ",AGASSIZ,ST,,30-A  Agassiz St,,,176-68,152-5
6324,30,,AGASSIZ,ST,,30 Agassiz St,,,176-68,152-5
6763,33,,AGASSIZ,ST,,33 Agassiz St,,,211-47,156-1
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
31390,10,,AKRON,ST,,10 Akron St,,,130-168,560-30
717,32,,ALBANY,ST,,32 Albany St,MIT Building N4,MIT FACILITY NUMBER,53-61,666-1
717,32,,ALBANY,ST,,32 Albany St,MIT Building N4,MIT FACILITY NUMBER,53-63,666-1
717,32,,ALBANY,ST,,32 Albany St,MIT Albany Garage,MIT BUILDING NAME,53-61,666-1
717,32,,ALBANY,ST,,32 Albany St,MIT Albany Garage,MIT BUILDING NAME,53-63,666-1
32377,36,,ALBANY,ST,,36 Albany St,,,53-63,666-1
32378,38,,ALBANY,ST,,38 Albany St,,,,
32380,41,,ALBANY,ST,,41 Albany St,,,71-46,661-2
32379,50,,ALBANY,ST,,50 Albany St,,,53-64,666-4
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16A,MIT FACILITY NUMBER,53-71,666-2
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16C,MIT FACILITY NUMBER,53-71,666-2
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16,MIT FACILITY NUMBER,53-71,666-2
29840,60,,ALBANY,ST,,60 Albany St,MIT Cooling Tower & Oil Reserve,MIT BUILDING NAME,53-71,666-2
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16A,MIT FACILITY NUMBER,53-71,666-3
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16C,MIT FACILITY NUMBER,53-71,666-3
29840,60,,ALBANY,ST,,60 Albany St,MIT Building N16,MIT FACILITY NUMBER,53-71,666-3
29840,60,,ALBANY,ST,,60 Albany St,MIT Cooling Tower & Oil Reserve,MIT BUILDING NAME,53-71,666-3
681,68,,ALBANY,ST,,68 Albany St,MIT Building N9,MIT FACILITY NUMBER,53-71,666-9
681,68,,ALBANY,ST,,68 Albany St,MIT Superconducting Test Facility,MIT BUILDING NAME,53-71,666-9
32381,120,,ALBANY,ST,,120 Albany St,,,,699-25
32382,130,,ALBANY,ST,,130 Albany St,,,55-9,699-13
